k,arm,overlap
20,abstract,0.25
20,intro,0.4
20,abstract,0.05
20,intro,0.1
20,abstract,0.0
20,intro,0.0
20,abstract,0.15
20,intro,0.2
20,abstract,0.45
20,intro,0.5
20,abstract,0.3
20,intro,0.3
20,abstract,0.1
20,intro,0.05
20,abstract,0.2
20,intro,0.25
20,abstract,0.15
20,intro,0.2
20,abstract,0.35
20,intro,0.3
20,abstract,0.25
20,intro,0.15
20,abstract,0.05
20,intro,0.0
20,abstract,0.25
20,intro,0.3
20,abstract,0.1
20,intro,0.1
20,abstract,0.3
20,intro,0.2
20,abstract,0.4
20,intro,0.45
20,abstract,0.0
20,intro,0.1
20,abstract,0.2
20,intro,0.1
20,abstract,0.15
20,intro,0.05
20,abstract,0.1
20,intro,0.05
20,abstract,0.05
20,intro,0.0
20,abstract,0.2
20,intro,0.15
20,abstract,0.0
20,intro,0.0
20,abstract,0.3
20,intro,0.35
20,abstract,0.3
20,intro,0.25
20,abstract,0.45
20,intro,0.25
20,abstract,0.0
20,intro,0.0
20,abstract,0.4
20,intro,0.35
20,abstract,0.1
20,intro,0.1
20,abstract,0.25
20,intro,0.25
20,abstract,0.1
20,intro,0.15
20,abstract,0.0
20,intro,0.05
20,abstract,0.1
20,intro,0.05
20,abstract,0.0
20,intro,0.05
20,abstract,0.1
20,intro,0.05
20,abstract,0.05
20,intro,0.05
20,abstract,0.45
20,intro,0.4
20,abstract,0.15
20,intro,0.2
20,abstract,0.1
20,intro,0.1
20,abstract,0.4
20,intro,0.3
20,abstract,0.0
20,intro,0.05
